Sun,Mercury,Venus,Earth,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto
0.004498,-0.231516,-0.512615,0.590836,-1.134804,-1.992680,-7.856369,-8.426314,-0.450881,43.272530
0.002559,-0.371006,-0.502050,-0.823561,1.196020,-4.953833,4.826581,-16.861307,29.836910,-1.586382
-0.000099,-0.009022,0.022734,0.000004,0.052768,0.065308,0.230446,0.046514,-0.604281,-12.326626
0.004178,-0.312852,0.484310,1.006629,-1.534990,-1.608645,-8.028581,-8.234336,-0.624058,43.300396
0.002751,0.265151,-0.543302,-0.025024,0.631585,-5.074030,4.562698,-16.966854,29.834791,-1.460134
-0.000095,0.050414,-0.035345,-0.000120,0.050703,0.057229,0.241885,0.043637,-0.600246,-12.348161
0.003850,0.275190,0.569676,0.600996,-1.641375,-1.215136,-8.191740,-8.041262,-0.797215,43.327816
0.002914,-0.181232,0.452663,0.791245,-0.052818,-5.164389,4.293666,-17.070152,29.831675,-1.333871
-0.000090,-0.040013,-0.026491,-0.000223,0.038944,0.048813,0.253051,0.040753,-0.596191,-12.369577
0.003517,-0.419006,-0.427970,-0.308286,-1.424287,-0.814394,-8.345705,-7.847123,-0.970345,43.354836
0.003054,-0.191908,0.575749,0.935348,-0.724991,-5.224068,4.019817,-17.171185,29.827559,-1.207595
-0.000085,0.022688,0.032730,-0.000213,0.019538,0.040108,0.263933,0.037865,-0.592115,-12.390866
0.003173,-0.015617,-0.581531,-0.948966,-0.904593,-0.408752,-8.490348,-7.651947,-1.143443,43.381420
0.003169,0.352828,-0.419756,0.275328,-1.239950,-5.252389,3.741480,-17.269947,29.822445,-1.081308
-0.000079,0.030237,0.027781,-0.000091,-0.003965,0.031161,0.274520,0.034971,-0.588020,-12.412040
0.002819,0.019079,0.399110,-0.785075,-0.170911,-0.000617,-8.625550,-7.455761,-1.316502,43.407593
0.003254,-0.388043,-0.606461,-0.619566,-1.455126,-5.248839,3.458986,-17.366426,29.816334,-0.955010
-0.000074,-0.033563,-0.031372,0.000042,-0.026409,0.022025,0.284802,0.032073,-0.583905,-12.433097
0.002462,-0.445888,0.628287,0.024791,0.605495,0.407533,-8.751213,-7.258590,-1.489517,43.433342
0.003305,0.061973,0.365973,-1.009975,-1.270642,-5.213075,3.172668,-17.460619,29.809225,-0.828703
-0.000068,0.045813,-0.031134,0.000081,-0.041514,0.012754,0.294769,0.029170,-0.579771,-12.454025
0.002108,0.273220,-0.339902,0.818103,1.192994,0.813164,-8.867239,-7.060463,-1.662483,43.458668
0.003325,0.149854,0.633921,-0.592883,-0.696447,-5.144954,2.882859,-17.552511,29.801117,-0.702387
-0.000062,-0.012921,0.028395,0.000002,-0.043830,0.003403,0.304412,0.026264,-0.575617,-12.474837
0.001756,-0.262916,-0.637829,0.954330,1.392923,1.213698,-8.973557,-6.861407,-1.835392,43.483589
0.003316,-0.354607,-0.328907,0.300375,0.104572,-5.044520,2.589895,-17.642096,29.792015,-0.576065
-0.000055,-0.005075,0.032226,-0.000128,-0.031919,-0.005969,0.313721,0.023354,-0.571444,-12.495534
0.001409,-0.289704,0.305615,0.301533,1.152236,1.606529,-9.070102,-6.661449,-2.008241,43.508072
0.003277,0.287568,-0.657226,0.941962,0.876517,-4.912032,2.294113,-17.729364,29.781916,-0.449738
-0.000049,0.049875,-0.026740,-0.000197,-0.009851,-0.015304,0.322689,0.020441,-0.567252,-12.516103
0.001070,0.253231,0.673541,-0.605521,0.578400,1.989039,-9.156813,-6.460619,-2.181022,43.532166
0.003208,-0.213195,0.271037,0.778209,1.401672,-4.747957,1.995845,-17.814312,29.770821,-0.323406
-0.000043,-0.040846,-0.035112,-0.000139,0.015180,-0.024541,0.331306,0.017525,-0.563041,-12.536554
0.000743,-0.434388,-0.244254,-0.992658,-0.144709,2.358614,-9.233651,-6.258944,-2.353731,43.555809
0.003113,-0.162419,0.677792,-0.053305,1.576834,-4.552988,1.695426,-17.896927,29.758730,-0.197071
-0.000037,0.026297,0.023437,0.000002,0.036519,-0.033618,0.339567,0.014608,-0.558811,-12.556890
0.000424,0.017795,-0.680200,-0.548948,-0.838734,2.712668,-9.300584,-6.056451,-2.526360,43.579075
0.002993,0.347901,-0.231351,-0.842934,1.403103,-4.328043,1.393191,-17.977207,29.745644,-0.070734
-0.000031,0.026585,0.035973,0.000111,0.049831,-0.042473,0.347463,0.011688,-0.554563,-12.577100
0.000114,-0.017668,0.205872,0.341347,-1.365227,3.048663,-9.357594,-5.853168,-2.698905,43.601879
0.002844,-0.393730,-0.694516,-0.952001,0.946381,-4.074268,1.089471,-18.055145,29.731564,0.055603
-0.000025,-0.030828,-0.021549,0.000106,0.053117,-0.051047,0.354989,0.008767,-0.550296,-12.597191
-0.000176,-0.440534,0.704629,0.959700,-1.630060,3.364127,-9.404673,-5.649123,-2.871361,43.624306
0.002662,0.092856,0.169942,-0.301163,0.308180,-3.793046,0.784595,-18.130732,29.716488,0.181940
-0.000019,0.047706,-0.038343,-0.000004,0.046204,-0.059276,0.362138,0.005844,-0.546010,-12.617167
-0.000443,0.286119,-0.142964,0.798430,-1.581171,3.656685,-9.441822,-5.444344,-3.043720,43.646294
0.002457,0.113445,0.706470,0.591893,-0.388166,-3.485991,0.478893,-18.203964,29.700420,0.308275
-0.000013,-0.017194,0.017958,-0.000127,0.030409,-0.067102,0.368904,0.002921,-0.541706,-12.637017
-0.000687,-0.292585,-0.707584,-0.031549,-1.211683,3.924080,-9.469056,-5.238857,-3.215977,43.667881
0.002233,-0.337860,-0.129081,0.985205,-1.003323,-3.154941,0.172688,-18.274834,29.683359,0.434607
-0.000008,-0.001077,0.038935,-0.000155,0.008485,-0.074467,0.375283,-0.000003,-0.537384,-12.656749
-0.000911,-0.264216,0.102062,-0.833591,-0.572674,4.164196,-9.486400,-5.032691,-3.388127,43.689049
0.001990,0.305981,-0.717508,0.531734,-1.390415,-2.801955,-0.133695,-18.343338,29.665306,0.560935
-0.000004,0.048984,-0.015909,-0.000056,-0.015239,-0.081313,0.381271,-0.002926,-0.533044,-12.676364
-0.001112,0.228796,0.721000,-0.926682,0.208069,4.375090,-9.493889,-4.825875,-3.560164,43.709801
0.001726,-0.244601,0.064950,-0.377181,-1.420466,-2.429301,-0.439939,-18.409470,29.646263,0.687258
0.000001,-0.041211,-0.040763,0.000087,-0.034936,-0.087590,0.386862,-0.005849,-0.528687,-12.695856
-0.001285,-0.446736,-0.038321,-0.254138,0.923340,4.555008,-9.491565,-4.618436,-3.732082,43.730156
0.001445,-0.133771,0.719364,-0.978360,-1.037653,-2.039445,-0.745728,-18.473223,29.626230,0.813574
0.000005,0.029761,0.012087,0.000160,-0.044375,-0.093246,0.392053,-0.008772,-0.524312,-12.715227
-0.001431,0.051663,-0.719260,0.623232,1.341855,4.702413,-9.479483,-4.410402,-3.903875,43.750072
0.001151,0.337649,-0.024313,-0.796056,-0.325328,-1.635030,-1.050749,-18.534592,29.605206,0.939883
0.000008,0.022664,0.041047,0.000108,-0.039653,-0.098237,0.396841,-0.011693,-0.519919,-12.734483
-0.001549,-0.053501,-0.003584,1.000353,1.324871,4.816010,-9.457710,-4.201801,-4.075537,43.769619
0.000843,-0.397985,-0.725611,0.021570,0.494054,-1.218859,-1.354696,-18.593576,29.583191,1.066182
0.000011,-0.027847,-0.009937,-0.000025,-0.022046,-0.102521,0.401223,-0.014613,-0.515509,-12.753616
-0.001634,-0.431531,0.722458,0.555281,0.903115,4.894756,-9.426315,-3.992660,-4.247064,43.788708
0.000523,0.121602,-0.041679,0.817092,1.167364,-0.793870,-1.657265,-18.650177,29.560188,1.192472
0.000013,0.049305,-0.042325,-0.000129,0.002386,-0.106064,0.405197,-0.017531,-0.511081,-12.772628
-0.001683,0.296227,0.067542,-0.359925,0.233566,4.937890,-9.385383,-3.783007,-4.418449,43.807419
0.000199,0.074079,0.716331,0.915752,1.528907,-0.363106,-1.958156,-18.704386,29.536198,1.318750
0.000014,-0.021239,0.005945,-0.000113,0.026332,-0.108836,0.408762,-0.020446,-0.506636,-12.791524
-0.001700,-0.319237,-0.714835,-0.966764,-0.495267,4.944935,-9.335004,-3.572869,-4.589686,43.825703
-0.000122,-0.320335,0.080773,0.224825,1.530410,0.070311,-2.257078,-18.756199,29.511223,1.445016
0.000015,0.002920,0.042256,0.000013,0.044174,-0.110812,0.411914,-0.023359,-0.502175,-12.810299
-0.001692,-0.235461,-0.108749,-0.759252,-1.122541,4.915717,-9.275274,-3.362274,-4.760770,43.843586
-0.000443,0.320863,-0.718508,-0.660836,1.208974,0.503209,-2.553739,-18.805613,29.485264,1.571269
0.000015,0.047713,-0.003765,0.000144,0.052762,-0.111975,0.414654,-0.026269,-0.497697,-12.828952
-0.001654,0.203269,0.709072,0.068537,-1.531473,4.850359,-9.206306,-3.151251,-4.931695,43.861069
-0.000765,-0.274418,-0.147635,-1.011998,0.650254,0.932405,-2.847857,-18.852627,29.458319,1.697507
0.000015,-0.041142,-0.043002,0.000170,0.051040,-0.112316,0.416981,-0.029176,-0.493202,-12.847488
-0.001581,-0.454996,0.172459,0.841438,-1.648341,4.749297,-9.128210,-2.939826,-5.102455,43.878120
-0.001085,-0.105275,0.697616,-0.557478,-0.032699,1.354732,-3.139153,-18.897238,29.430389,1.823729
0.000014,0.033036,-0.000337,0.000072,0.039577,-0.111829,0.418895,-0.032079,-0.488691,-12.865905
-0.001475,0.086527,-0.694325,0.934693,-1.441922,4.613262,-9.041116,-2.728027,-5.273045,43.894802
-0.001395,0.323017,0.184089,0.341652,-0.708186,1.767081,-3.427354,-18.939444,29.401482,1.949935
0.000012,0.018482,0.042534,-0.000073,0.020374,-0.110520,0.420395,-0.034978,-0.484163,-12.884198
-0.001340,-0.087312,-0.211054,0.251268,-0.931142,4.443290,-8.945145,-2.515882,-5.443459,43.911030
-0.001691,-0.399802,-0.696110,0.950519,-1.231458,2.166424,-3.712192,-18.979246,29.371586,2.076123
0.000010,-0.024674,0.002476,-0.000148,-0.003071,-0.108398,0.421483,-0.037872,-0.479619,-12.902377
-0.001177,-0.418174,0.681197,-0.646063,-0.202019,4.240695,-8.840439,-2.303419,-5.613691,43.926884
-0.001974,0.149175,-0.250283,0.741966,-1.459399,2.549855,-3.993406,-19.016640,29.340712,2.202291
0.000007,0.050575,-0.042782,-0.000089,-0.025655,-0.105480,0.422159,-0.040762,-0.475060,-12.920436
-0.000985,0.304025,0.274070,-0.991184,0.577028,4.007058,-8.727140,-2.090664,-5.783736,43.942318
-0.002240,0.033433,0.663880,-0.107226,-1.289709,2.914615,-4.270742,-19.051626,29.308863,2.328438
0.000003,-0.025026,-0.006623,0.000052,-0.041119,-0.101790,0.422425,-0.043646,-0.470484,-12.938372
-0.000769,-0.342241,-0.658175,-0.509476,1.175416,3.744207,-8.605402,-1.877645,-5.953588,43.957348
-0.002484,-0.300887,0.283555,-0.874050,-0.727448,3.258117,-4.543948,-19.084204,29.276035,2.454564
-0.000002,0.006879,0.041871,0.000153,-0.043937,-0.097358,0.422283,-0.046525,-0.465893,-12.956191
-0.000533,-0.203146,-0.308444,0.385402,1.391270,3.454196,-8.475379,-1.664390,-6.123240,43.971992
-0.002707,0.333380,-0.658704,-0.940247,0.069587,3.577976,-4.812781,-19.114374,29.242224,2.580669
-0.000006,0.046046,0.008655,0.000128,-0.032487,-0.092220,0.421733,-0.049398,-0.461286,-12.973891
-0.000277,0.177216,0.639365,0.972447,1.165394,3.139280,-8.337245,-1.450925,-6.292689,43.986198
-0.002912,-0.301123,-0.347389,-0.260142,0.846621,3.872027,-5.077006,-19.142134,29.207438,2.706748
-0.000012,-0.040664,-0.041670,-0.000003,-0.010668,-0.086417,0.420780,-0.052265,-0.456663,-12.991467
0.000004,-0.458981,0.370118,0.768259,0.600769,2.801888,-8.191149,-1.237277,-6.461928,44.000034
-0.003095,-0.075667,0.616033,0.624626,1.382710,4.138343,-5.336390,-19.167486,29.171680,2.832803
-0.000018,0.036100,-0.012774,-0.000144,0.014371,-0.079996,0.419425,-0.055125,-0.452026,-13.008929
0.000306,0.122077,-0.607227,-0.079926,-0.119717,2.444588,-8.037274,-1.023475,-6.630952,44.013439
-0.003246,0.305393,0.377174,0.976801,1.570464,4.375242,-5.590709,-19.190430,29.134954,2.958833
-0.000024,0.014062,0.040283,-0.000179,0.035910,-0.073006,0.417672,-0.057978,-0.447373,-13.026272
0.000619,-0.119045,-0.398999,-0.857905,-0.816670,2.070068,-7.875800,-0.809545,-6.799754,44.026455
-0.003365,-0.397845,-0.606880,0.484526,1.408037,4.581305,-5.839749,-19.210968,29.097254,3.084834
-0.000031,-0.021331,0.014643,-0.000081,0.049529,-0.065503,0.415525,-0.060824,-0.442706,-13.043490
0.000939,-0.400739,0.584351,-0.905871,-1.350118,1.681102,-7.706912,-0.595513,-6.968329,44.039078
-0.003457,0.176793,-0.436843,-0.427070,0.959683,4.755379,-6.083292,-19.229099,29.058580,3.210808
-0.000037,0.051507,-0.039688,0.000060,0.053157,-0.057542,0.412986,-0.063662,-0.438024,-13.060595
0.001269,0.309038,0.458391,-0.204943,-1.624465,1.280520,-7.530799,-0.381408,-7.136672,44.051273
-0.003521,-0.006671,0.555238,-0.994527,0.325960,4.896567,-6.321134,-19.244827,29.018944,3.336754
-0.000045,-0.028501,-0.018655,0.000122,0.046569,-0.049184,0.410059,-0.066492,-0.433327,-13.077580
0.001606,-0.361986,-0.542781,0.663132,-1.586174,0.871185,-7.347655,-0.167255,-7.304776,44.063103
-0.003556,-0.278343,0.462784,-0.770024,-0.370466,5.004244,-6.553078,-19.258152,28.978334,3.462667
-0.000052,0.010786,0.037805,0.000050,0.031030,-0.040489,0.406751,-0.069314,-0.428616,-13.094443
0.001946,-0.168099,-0.480778,1.000938,-1.226606,0.455960,-7.157679,0.046918,-7.472637,44.074497
-0.003559,0.344584,-0.541758,0.065595,-0.990700,5.078043,-6.778933,-19.269077,28.936760,3.588549
-0.000060,0.043994,0.020312,-0.000103,0.009243,-0.031521,0.403063,-0.072127,-0.423890,-13.111192
0.002288,0.150237,0.517186,0.517574,-0.594521,0.037693,-6.961072,0.261085,-7.640249,44.085506
-0.003534,-0.323347,-0.516758,0.839239,-1.387767,5.117850,-6.998511,-19.277607,28.894222,3.714400
-0.000067,-0.039780,-0.036875,-0.000220,-0.014521,-0.022343,0.399003,-0.074931,-0.419150,-13.127820
0.002631,-0.459490,0.536950,-0.401255,0.185085,-0.380815,-6.758040,0.475220,-7.807606,44.096127
-0.003479,-0.044019,0.482837,0.892972,-1.431255,5.123786,-7.211637,-19.283743,28.850723,3.840216
-0.000075,0.038948,-0.024141,-0.000207,-0.034472,-0.013016,0.394574,-0.077726,-0.414397,-13.144325
0.002971,0.156908,-0.466315,-0.972741,0.907111,-0.796823,-6.548798,0.689295,-7.974703,44.106323
-0.003389,0.285863,0.538631,0.173677,-1.061675,5.096207,-7.418135,-19.287483,28.806257,3.965998
-0.000083,0.009471,0.034493,-0.000081,-0.044356,-0.003605,0.389783,-0.080512,-0.409629,-13.160716
0.003301,-0.149492,-0.552143,-0.722234,1.339320,-1.207670,-6.333554,0.903284,-8.141536,44.116154
-0.003267,-0.391273,-0.464638,-0.699747,-0.357125,5.035686,-7.617843,-19.288834,28.760836,4.091745
-0.000091,-0.017827,0.025538,0.000045,-0.040137,0.005828,0.384635,-0.083287,-0.404848,-13.176988
0.003617,-0.380392,0.439178,0.121400,1.338052,-1.610793,-6.112527,1.117161,-8.308094,44.125561
-0.003121,0.205053,-0.585418,-1.010052,0.463352,4.942999,-7.810601,-19.287802,28.714457,4.217455
-0.000098,0.052111,-0.033290,0.000062,-0.022903,0.015225,0.379135,-0.086052,-0.400053,-13.193137
0.003924,0.310066,0.604040,0.871976,0.928382,-2.003739,-5.885936,1.330900,-8.474377,44.134579
-0.002951,-0.045004,0.400390,-0.518348,1.145477,4.819109,-7.996256,-19.284386,28.667118,4.343127
-0.000106,-0.031593,-0.029115,-0.000049,0.001403,0.024524,0.373291,-0.088806,-0.395245,-13.209172
0.004222,-0.379564,-0.379577,0.921778,0.264521,-2.384172,-5.654009,1.544475,-8.640377,44.143219
-0.002754,-0.252262,0.603088,0.385343,1.519588,4.665156,-8.174664,-19.278601,28.618824,4.468758
-0.000113,0.014642,0.030421,-0.000205,0.025456,0.033670,0.367108,-0.091549,-0.390424,-13.225087
0.004506,-0.131795,-0.611704,0.208993,-0.464884,-2.749891,-5.416968,1.757859,-8.806090,44.151424
-0.002528,0.354763,-0.377123,0.960761,1.533752,4.482429,-8.345685,-19.270441,28.569580,4.594348
-0.000120,0.041591,0.030216,-0.000283,0.043559,0.042609,0.360594,-0.094281,-0.385590,-13.240881
0.004770,0.121393,0.351840,-0.676879,-1.097616,-3.098830,-5.175044,1.971028,-8.971511,44.159267
-0.002277,-0.340596,-0.641345,0.708619,1.222804,4.272367,-8.509188,-19.259912,28.519382,4.719899
-0.000126,-0.038482,-0.029002,-0.000220,0.052482,0.051287,0.353754,-0.097002,-0.380743,-13.256561
0.005014,-0.457778,0.658003,-0.979669,-1.515375,-3.429069,-4.928467,2.183954,-9.136633,44.166702
-0.002005,-0.010305,0.309797,-0.155464,0.671166,4.036546,-8.665048,-19.247023,28.468235,4.845407
-0.000132,0.041589,-0.033459,-0.000076,0.051107,0.059655,0.346596,-0.099710,-0.375883,-13.272120
0.005238,0.189290,-0.284701,-0.461751,-1.643022,-3.738833,-4.677472,2.396612,-9.301449,44.173737
-0.001711,0.264665,0.654665,-0.896987,-0.008889,3.776637,-8.813144,-19.231775,28.416143,4.970874
-0.000138,0.004787,0.025684,0.000023,0.039953,0.067667,0.339128,-0.102406,-0.371011,-13.287558
0.005437,-0.179664,-0.658264,0.435017,-1.447810,-4.026504,-4.422293,2.608978,-9.465957,44.180405
-0.001397,-0.380179,-0.281101,-0.919616,-0.686289,3.494421,-8.953368,-19.214178,28.363100,5.096296
-0.000143,-0.014166,0.034247,-0.000006,0.020972,0.075279,0.331357,-0.105090,-0.366127,-13.302883
0.005610,-0.358486,0.256862,0.988834,-0.946644,-4.290611,-4.163170,2.821024,-9.630150,44.186642
-0.001070,0.233610,-0.683448,-0.211235,-1.216663,3.191767,-9.085601,-19.194233,28.309116,5.221670
-0.000148,0.052405,-0.024100,-0.000145,-0.002395,0.082450,0.323290,-0.107761,-0.361230,-13.318085
0.005762,0.305951,0.697659,0.741554,-0.222791,-4.529839,-3.900344,3.032726,-9.794021,44.192505
-0.000731,-0.081177,0.212890,0.663700,-1.456371,2.870617,-9.209764,-19.171947,28.254189,5.347000
-0.000152,-0.034234,-0.037084,-0.000284,-0.025103,0.089143,0.314936,-0.110418,-0.356321,-13.333169
0.005893,-0.396011,-0.183867,-0.123442,0.558239,-4.743025,-3.634053,3.244058,-9.957566,44.197994
-0.000376,-0.223146,0.692149,0.974305,-1.300577,2.532976,-9.325757,-19.147331,28.198320,5.472284
-0.000155,0.018444,0.020393,-0.000311,-0.040912,0.095323,0.306302,-0.113062,-0.351401,-13.348140
0.005996,-0.095697,-0.690883,-0.876227,1.166789,-4.929164,-3.364543,3.454995,-10.120782,44.203053
-0.000004,0.363364,-0.178697,0.444828,-0.749375,2.180903,-9.433492,-19.120384,28.141518,5.597515
-0.000158,0.038880,0.037544,-0.000203,-0.044216,0.100959,0.297397,-0.115693,-0.346469,-13.362986
0.006067,0.089980,0.156063,-0.879845,1.397683,-5.087401,-3.092056,3.665514,-10.283658,44.207748
0.000378,-0.353226,-0.710951,-0.466981,0.044396,1.816495,-9.532892,-19.091118,28.083773,5.722700
-0.000161,-0.036771,-0.018677,-0.000054,-0.033212,0.106024,0.288229,-0.118309,-0.341525,-13.377715
0.006107,-0.454876,0.722157,-0.153045,1.185721,-5.217034,-2.816842,3.875587,-10.446194,44.212048
0.000763,0.024683,0.111585,-0.999225,0.826969,1.441883,-9.623881,-19.059538,28.025099,5.847833
-0.000162,0.044027,-0.039912,0.000009,-0.011631,0.110492,0.278807,-0.120911,-0.336570,-13.392332
0.006123,0.217776,-0.079314,0.702931,0.629526,-5.317504,-2.539143,4.085191,-10.608382,44.215942
0.001151,0.241397,0.714633,-0.732898,1.374274,1.059222,-9.706398,-19.025650,27.965488,5.972915
-0.000163,0.000097,0.014661,-0.000065,0.013418,0.114343,0.269139,-0.123498,-0.331603,-13.406822
0.006111,-0.210231,-0.708753,0.999816,-0.089051,-5.388415,-2.259209,4.294301,-10.770216,44.219475
0.001544,-0.365395,-0.072357,0.118925,1.574880,0.670681,-9.780379,-18.989464,27.904951,6.097945
-0.000164,-0.010358,0.040029,-0.000216,0.035161,0.117558,0.259234,-0.126070,-0.326626,-13.421199
0.006068,-0.335973,0.051773,0.478493,-0.789658,-5.429505,-1.977290,4.502891,-10.931692,44.222599
0.001938,0.261505,-0.723306,0.868860,1.424045,0.278438,-9.845776,-18.950991,27.843483,6.222920
-0.000163,0.052404,-0.012861,-0.000323,0.049092,0.120123,0.249102,-0.128627,-0.321637,-13.435462
0.005998,0.296058,0.731025,-0.442436,-1.330837,-5.440657,-1.693636,4.710940,-11.092806,44.225334
0.002330,-0.115477,0.008010,0.877515,0.984374,-0.115332,-9.902537,-18.910234,27.781094,6.347842
-0.000162,-0.036372,-0.041888,-0.000293,0.053073,0.122024,0.238752,-0.131169,-0.316638,-13.449598
0.005902,-0.411942,0.026702,-0.978023,-1.615539,-5.421900,-1.408498,4.918423,-11.253551,44.227711
0.002721,-0.192039,0.721567,0.131547,0.355491,-0.508458,-9.950625,-18.867203,27.717777,6.472707
-0.000161,0.022188,0.008613,-0.000150,0.046824,0.123255,0.228192,-0.133694,-0.311629,-13.463622
0.005774,-0.060716,-0.711500,-0.685960,-1.588825,-5.373400,-1.122125,5.125313,-11.413924,44.229660
0.003110,0.369355,0.035609,-0.727848,-0.340579,-0.898786,-9.990005,-18.821909,27.653540,6.597516
-0.000159,0.035891,0.041650,-0.000014,0.031562,0.123810,0.217432,-0.136204,-0.306609,-13.477530
0.005612,0.055811,-0.053887,0.170811,-1.240407,-5.295463,-0.834772,5.331589,-11.573913,44.231239
0.003491,-0.362114,-0.720321,-0.996895,-0.965438,-1.284182,-10.020651,-18.774355,27.588385,6.722269
-0.000155,-0.034660,-0.006767,0.000007,0.009941,0.123686,0.206483,-0.138697,-0.301579,-13.491313
0.005423,-0.451277,0.724087,0.896545,-0.616785,-5.188533,-0.546688,5.537225,-11.733520,44.232460
0.003857,0.059779,-0.095693,-0.469443,-1.372201,-1.662538,-10.042541,-18.724554,27.522310,6.846960
-0.000151,0.046262,-0.042969,-0.000102,-0.013824,0.122885,0.195353,-0.141174,-0.296539,-13.504984
0.005211,0.241562,0.131870,0.902012,0.160010,-5.053189,-0.258127,5.742200,-11.892736,44.233246
0.004210,0.215335,0.712751,0.436335,-1.429275,-2.031780,-10.055662,-18.672512,27.455326,6.971592
-0.000147,-0.004530,0.002383,-0.000251,-0.033994,0.121411,0.184052,-0.143633,-0.291489,-13.518537
0.004976,-0.241326,-0.699032,0.160916,0.887387,-4.890139,0.030659,5.946489,-12.051558,44.233673
0.004554,-0.348060,0.142820,0.976513,-1.073529,-2.389874,-10.060005,-18.618240,27.387424,7.096167
-0.000142,-0.006421,0.042368,-0.000312,-0.044297,0.119271,0.172591,-0.146075,-0.286430,-13.531968
0.004713,-0.313244,-0.158733,-0.711936,1.332408,-4.700226,0.319417,6.150067,-12.209978,44.233738
0.004885,0.287540,-0.702143,0.681020,-0.377430,-2.734831,-10.055571,-18.561750,27.318615,7.220676
-0.000136,0.052113,-0.000524,-0.000226,-0.040568,0.116476,0.160979,-0.148500,-0.281360,-13.545288
0.004422,0.280385,0.701517,-0.972323,1.346252,-4.484427,0.607895,6.352912,-12.367995,44.233372
0.005199,-0.148483,-0.197434,-0.196360,0.443753,-3.064716,-10.042359,-18.503050,27.248901,7.345124
-0.000129,-0.037982,-0.043134,-0.000062,-0.023689,0.113040,0.149227,-0.150907,-0.276282,-13.558486
0.004109,-0.427427,0.233760,-0.419958,0.947971,-4.243841,0.895840,6.555002,-12.525599,44.232651
0.005492,-0.160136,0.688308,-0.911480,1.134505,-3.377652,-10.020384,-18.442150,27.178278,7.469508
-0.000122,0.025863,-0.003888,0.000048,0.000516,0.108978,0.137344,-0.153297,-0.271194,-13.571567
0.003774,-0.027166,-0.671622,0.476142,0.288956,-3.979699,1.183002,6.756312,-12.682788,44.231564
0.005766,0.371591,0.246713,-0.891085,1.520935,-3.671830,-9.989664,-18.379059,27.106756,7.593829
-0.000115,0.032644,0.042171,0.000022,0.024703,0.104312,0.125342,-0.155667,-0.266098,-13.584535
0.003416,0.019178,-0.260547,0.994919,-0.441858,-3.693357,1.469128,6.956821,-12.839556,44.230053
0.006017,-0.368312,-0.669227,-0.156700,1.547336,-3.945514,-9.950223,-18.313789,27.034332,7.718085
-0.000106,-0.032170,0.005742,-0.000112,0.043092,0.099064,0.113230,-0.158020,-0.260992,-13.597379
0.003039,-0.446907,0.663835,0.704658,-1.080777,-3.386294,1.753967,7.156506,-12.995897,44.228184
0.006240,0.093814,-0.295235,0.705646,1.246301,-4.197049,-9.902088,-18.246355,26.961012,7.842272
-0.000097,0.048286,-0.042381,-0.000240,0.052370,0.093260,0.101020,-0.160353,-0.255878,-13.610108
0.002650,0.260464,0.330299,-0.175463,-1.507958,-3.060107,2.037268,7.355344,-13.151808,44.225952
0.006440,0.185715,0.648701,0.973271,0.701068,-4.424873,-9.845301,-18.176756,26.886797,7.966392
-0.000088,-0.009042,-0.010066,-0.000247,0.051358,0.086929,0.088721,-0.162668,-0.250756,-13.622725
0.002245,-0.272626,-0.629773,-0.901551,-1.646847,-2.716516,2.318784,7.553312,-13.307282,44.223297
0.006618,-0.329299,0.344927,0.407286,0.023192,-4.627519,-9.779899,-18.105007,26.811689,8.090437
-0.000078,-0.002375,0.041057,-0.000116,0.040527,0.080104,0.076345,-0.164963,-0.245625,-13.635217
0.001821,-0.290112,-0.357073,-0.861142,-1.463200,-2.357353,2.598264,7.750389,-13.462316,44.220287
0.006771,0.310565,-0.622338,-0.503208,-0.656792,-4.803627,-9.705935,-18.031136,26.735691,8.214419
-0.000068,0.051526,0.011891,0.000050,0.021778,0.072820,0.063901,-0.167239,-0.240485,-13.647596
0.001380,0.259512,0.611897,-0.110365,-0.972026,-1.984563,2.875460,7.946551,-13.616901,44.216919
0.006891,-0.180792,-0.387200,-0.999794,-1.194802,-4.951954,-9.623466,-17.955135,26.658808,8.338331
-0.000057,-0.039057,-0.040728,0.000122,-0.001499,0.065114,0.051402,-0.169495,-0.235338,-13.659860
0.000932,-0.441997,0.419574,0.731445,-0.254060,-1.600199,3.150127,8.141777,-13.771035,44.213127
0.006976,-0.128539,0.594697,-0.693000,-1.446726,-5.071385,-9.532552,-17.877022,26.581038,8.462172
-0.000046,0.029445,-0.016024,0.000051,-0.024310,0.057029,0.038858,-0.171732,-0.230183,-13.672001
0.000479,0.005146,-0.574276,0.986582,0.527966,-1.206412,3.422019,8.336047,-13.924713,44.208981
0.007031,0.369041,0.435305,0.172307,-1.305503,-5.160934,-9.433259,-17.796810,26.502386,8.585940
-0.000035,0.029150,0.039049,-0.000097,-0.040437,0.048609,0.026280,-0.173947,-0.225021,-13.684031
0.000020,-0.019082,-0.446081,0.428451,1.145634,-0.805451,3.690891,8.529340,-14.077927,44.204479
0.007057,-0.372727,-0.562471,0.895951,-0.766612,-5.219771,-9.325665,-17.714512,26.422855,8.709636
-0.000023,-0.029339,0.017791,-0.000192,-0.044211,0.039899,0.013679,-0.176143,-0.219851,-13.695942
-0.000444,-0.441191,0.546986,-0.492335,1.391040,-0.399652,3.956501,8.721632,-14.230675,44.199562
0.007051,0.125744,-0.471242,0.858762,0.022233,-5.247216,-9.209850,-17.630136,26.342449,8.833257
